Price,Close,High,Low,Open,Volume
Ticker,PEP,PEP,PEP,PEP,PEP
Datetime,,,,,
2026-02-13 18:00:00+00:00,167.5800018310547,167.7899932861328,167.3699951171875,167.49000549316406,26310
2026-02-13 18:05:00+00:00,167.46499633789062,167.625,167.46499633789062,167.5800018310547,17628
2026-02-13 18:10:00+00:00,167.2449951171875,167.50999450683594,167.24000549316406,167.49000549316406,40178
2026-02-13 18:15:00+00:00,167.1699981689453,167.25999450683594,167.08999633789062,167.25999450683594,34190
2026-02-13 18:20:00+00:00,167.1125030517578,167.1699981689453,167.07000732421875,167.1699981689453,12373
2026-02-13 18:25:00+00:00,167.07000732421875,167.22000122070312,166.8800048828125,167.1199951171875,44881
2026-02-13 18:30:00+00:00,166.73500061035156,167.05999755859375,166.72000122070312,167.03500366210938,22693
2026-02-13 18:35:00+00:00,166.7899932861328,166.82989501953125,166.67999267578125,166.73500061035156,41607
2026-02-13 18:40:00+00:00,166.88999938964844,166.9799041748047,166.77999877929688,166.7899932861328,37201
2026-02-13 18:45:00+00:00,167.07000732421875,167.12249755859375,166.88499450683594,166.88499450683594,32877
2026-02-13 18:50:00+00:00,166.96180725097656,167.11000061035156,166.92999267578125,167.07000732421875,23564
2026-02-13 18:55:00+00:00,166.77000427246094,166.9600067138672,166.5,166.9600067138672,54069
2026-02-13 19:00:00+00:00,166.93499755859375,166.9600067138672,166.6199951171875,166.75,24752
2026-02-13 19:05:00+00:00,166.92999267578125,167.05499267578125,166.88999938964844,166.94000244140625,16709
2026-02-13 19:10:00+00:00,166.9199981689453,167.02999877929688,166.86000061035156,166.89500427246094,36255
2026-02-13 19:15:00+00:00,166.58999633789062,166.92999267578125,166.5399932861328,166.88999938964844,32056
2026-02-13 19:20:00+00:00,166.66000366210938,166.66000366210938,166.4949951171875,166.60499572753906,20919
2026-02-13 19:25:00+00:00,166.82000732421875,166.8800048828125,166.64999389648438,166.69000244140625,24250
2026-02-13 19:30:00+00:00,166.5800018310547,166.89999389648438,166.55999755859375,166.82000732421875,37495
2026-02-13 19:35:00+00:00,166.47000122070312,166.5850067138672,166.38999938964844,166.5850067138672,23701
2026-02-13 19:40:00+00:00,166.32000732421875,166.50999450683594,166.2100067138672,166.48500061035156,31935
2026-02-13 19:45:00+00:00,166.44000244140625,166.5,166.27000427246094,166.31500244140625,22308
2026-02-13 19:50:00+00:00,166.35000610351562,166.5800018310547,166.35000610351562,166.44000244140625,25271
2026-02-13 19:55:00+00:00,166.2100067138672,166.4600067138672,166.19000244140625,166.3300018310547,38128
2026-02-13 20:00:00+00:00,165.9550018310547,166.22999572753906,165.94000244140625,166.22000122070312,54454
2026-02-13 20:05:00+00:00,165.80499267578125,165.9199981689453,165.77999877929688,165.9199981689453,39499
2026-02-13 20:10:00+00:00,165.85000610351562,165.91000366210938,165.80499267578125,165.80499267578125,43830
2026-02-13 20:15:00+00:00,165.9949951171875,166.11000061035156,165.8350067138672,165.8350067138672,48741
2026-02-13 20:20:00+00:00,165.94000244140625,166.02000427246094,165.84500122070312,165.9949951171875,60468
2026-02-13 20:25:00+00:00,165.8699951171875,165.97999572753906,165.8249969482422,165.9550018310547,49923
2026-02-13 20:30:00+00:00,165.71499633789062,165.9600067138672,165.6699981689453,165.86500549316406,67863
2026-02-13 20:35:00+00:00,165.8300018310547,165.8800048828125,165.6649932861328,165.7100067138672,81728
2026-02-13 20:40:00+00:00,165.47999572753906,165.85000610351562,165.4499969482422,165.8350067138672,73084
2026-02-13 20:45:00+00:00,165.5500030517578,165.60499572753906,165.3800048828125,165.4832000732422,107292
2026-02-13 20:50:00+00:00,165.83999633789062,165.89500427246094,165.38999938964844,165.56500244140625,176694
2026-02-13 20:55:00+00:00,165.92999267578125,166.0399932861328,165.7899932861328,165.80999755859375,448733
2026-02-13 20:55:00+00:00,165.92999267578125,166.0399932861328,165.7899932861328,165.80999755859375,448733
2026-02-13 20:55:00+00:00,165.92999267578125,166.0399932861328,165.7899932861328,165.80999755859375,448733
2026-02-13 20:55:00+00:00,165.92999267578125,166.0399932861328,165.7899932861328,165.80999755859375,448733
2026-02-13 20:55:00+00:00,165.92999267578125,166.0399932861328,165.7899932861328,165.80999755859375,448733
